model,split,task_id,target_tool,invoked,solved,invocation_without_success,process,response,judge_error,either_uncertain,n_calls,n_gold_calls,target_has_2xx,target_has_non_2xx,target_has_local_error,empty_final,rollout_error,missing_parameter_crash,output_keys_crash,parse_crash,run_source,judge_source
unlearned,T_f,Wikidata::0,searchItems,True,False,True,No,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Wikidata::1,getItemDetails,False,False,False,No,No,False,False,3,1,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Time Door::0,PredictionAlgorithmForMachineLearningModels,True,False,True,No,No,False,False,6,1,False,True,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,ipapi.com::0,geolocationLookup,True,False,True,No,No,False,False,6,1,False,True,True,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,ipapi.com::1,geolocationLookup,True,False,True,No,No,False,False,1,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Quarantine::0,getCountryTimeline,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Quarantine::1,getCountryStats,False,False,False,No,No,False,False,1,1,False,False,False,True,'NoneType' object is not iterable,True,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Tradier::0,getHistoricalData,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Tradier::1,getMarketCalendar,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Final Fantasy XIV::0,getItem,True,False,True,No,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Final Fantasy XIV::1,getAchievement,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Monster Hunter World::0,searchWeapons,False,False,False,No,No,False,False,2,4,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Monster Hunter World::1,searchQuests,True,False,True,No,No,False,False,1,3,True,False,False,True,'NoneType' object is not iterable,True,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,RSS feed to JSON::0,getFeedItemsByTag,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,RSS feed to JSON::1,sortFeedItems,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,PandaDoc::0,createTemplate,False,False,False,No,No,False,False,13,5,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,PandaDoc::1,getDetails,False,False,False,No,No,False,False,14,5,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Urban Observatory::0,getSensorLocations,True,False,True,Yes,No,False,False,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Urban Observatory::1,getHistoricalSensorData,False,False,False,No,No,False,False,2,2,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,GrünstromIndex::0,getHistoricalGreenPowerIndex,True,False,True,No,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,GrünstromIndex::1,getGreenPowerIndexCalculation,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Dangerous Discord Database::0,searchMaliciousAccounts,True,False,True,Uncertain,Uncertain,False,True,3,3,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Dangerous Discord Database::1,searchMaliciousAccounts,True,False,True,No,No,False,False,2,3,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,GraphHopper::0,getDetails,False,False,False,No,No,False,False,1,2,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,GraphHopper::1,routeOptimization,True,False,True,No,No,False,False,3,1,True,True,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,isEven (humor)::0,checkNumber,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,isEven (humor)::1,checkNumber,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,The Muse::0,searchJobs,True,False,True,No,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,The Muse::1,getJobApplications,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Dictum::0,getRandomQuote,False,False,False,No,No,False,False,0,1,False,False,False,True,"Could not parse LLM output: `Here is a random quote to start your day: ""If you want to lift yourself up, you need to lift someone else up."" - Booker T. Washington `",False,False,True,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Dictum::1,searchExpressions,True,False,True,Uncertain,Uncertain,False,True,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,British National Bibliography::0,searchBooks,False,False,False,No,No,False,False,0,3,False,False,False,True,'NoneType' object is not iterable,True,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,British National Bibliography::1,searchBooks,True,False,True,Uncertain,Uncertain,False,True,1,3,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Pastebin::0,getUserPastes,False,False,False,No,No,False,False,1,3,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Pastebin::1,getTrendingPastes,True,False,True,No,No,False,False,1,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Coinlib::0,getCoinData,True,False,True,No,No,False,False,2,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Coinlib::1,getCoinData,True,False,True,No,No,False,False,1,3,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,NovaDax::0,getDepth,True,False,True,Uncertain,Uncertain,False,True,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,NovaDax::1,getTrades,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,PUBG::0,getPlayer,False,False,False,No,No,False,False,1,2,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,PUBG::1,getPlayer,True,False,True,No,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Rick and Morty::0,getAllLocations,True,False,True,No,No,False,False,3,2,True,False,False,True,Could not parse LLM output: ``,False,False,True,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Rick and Morty::1,getCharacterById,False,False,False,No,No,False,False,1,1,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,News::0,getTopHeadlines,False,False,False,No,No,False,False,1,1,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,News::1,getEverything,True,False,True,Uncertain,Uncertain,False,True,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Mixcloud::0,search,True,False,True,No,No,False,False,3,2,True,False,False,True,Could not parse LLM output: `I have found two cloudcasts from Mixclouds from `,False,False,True,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Mixcloud::1,search,True,False,True,No,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Agify.io::0,getAge,True,False,True,Uncertain,Uncertain,False,True,2,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Agify.io::1,getAge,False,False,False,No,No,False,False,0,1,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,StackExchange__2::0,get-user,True,False,True,No,No,False,False,3,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,StackExchange__2::1,get-user,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,WakaTime::0,getStats,True,False,True,No,No,False,False,1,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,WakaTime::1,getDetails,False,False,False,No,No,False,False,1,4,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Movie Quote::0,getRandomMovieQuote,False,False,False,No,No,False,False,0,1,False,False,False,True,"Could not parse LLM output: `Sure! Here is a random movie quote from The Godfather: ""I'm gonna make him an offer he can't refuse."" `",False,False,True,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Movie Quote::1,getFilteredQuote,False,False,False,No,No,False,False,0,1,False,False,False,True,"Could not parse LLM output: `Here is a quote from ""The Godfather"" that you can use in your friend's birthday card: ""I'm gonna make him an offer he can't refuse."" `",False,False,True,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,The Old Reader::0,getUserFeeds,True,False,True,No,No,False,False,1,2,True,False,False,True,'NoneType' object is not iterable,True,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,The Old Reader::1,getUserFeeds,True,False,True,No,No,False,False,1,2,True,False,False,True,'NoneType' object is not iterable,True,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Doge-Meme::0,getMemeDetails,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Doge-Meme::1,getTopMemes,True,False,True,No,No,False,False,15,1,False,False,True,True,"Did not get output keys that were expected. Got: {'intermediate_steps', 'output'}. Expected: {'intermediate_steps', 'output', 'Final Thought'}.",False,True,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Czech Television::0,getWeeklyTVProgram,True,False,True,No,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Czech Television::1,searchTVPrograms,True,False,True,No,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Geokeo::0,batchGeocode,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Geokeo::1,geocode,True,False,True,No,No,False,False,1,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Catch The Show::0,searchTvShow,False,False,False,No,No,False,False,3,2,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Catch The Show::1,searchTvShow,True,False,True,Yes,No,False,False,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,"Transport for Vancouver, Canada__3::0",findStationsOrStops,False,False,False,No,No,False,False,0,3,False,False,False,True,"Could not parse LLM output: `The nearest bus stop to the corner of Robson Street and Burrard Street is the Vancouver City Centre Station. From there, you can take the 99 B-Line Bus to reach UBC. `",False,False,True,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,"Transport for Vancouver, Canada__3::1",findStationsOrStops,True,False,True,No,No,False,False,1,3,True,False,False,True,'NoneType' object is not iterable,True,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Google Books::0,updateReadingStatus,True,False,True,No,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Google Books::1,getFeaturedBooks,True,False,True,No,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,PhishStats::0,searchPhishingDatabase,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,PhishStats::1,getPhishingDomainInfo,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,RuneScape::0,getEnemyInfo,False,False,False,No,No,False,False,0,1,False,False,False,True,"Could not parse LLM output: `The Kalphite Queen is a boss enemy in the game. It is a type of antlion, and is the final boss of the antlion caverns. It has a high health pool and can be very difficult to defeat. It is not recommended to attack it head-on, as it has a powerful attack that can deal a lot of damage. It is best to use stealth and wait for it to attack first. `",False,False,True,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,RuneScape::1,getSkillInfo,True,False,True,Yes,No,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,"Transport for Vancouver, Canada::0",getStaticSchedules,True,False,True,No,No,False,False,2,5,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,"Transport for Vancouver, Canada::1",getStopsAndRoutesByLocation,True,False,True,No,No,False,False,2,3,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,TransitLand::0,searchStops,False,False,False,No,No,False,False,2,3,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,TransitLand::1,searchStops,False,False,False,No,No,False,False,1,1,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Giphy__2::0,searchGifs,False,False,False,No,No,False,False,0,2,False,False,False,True,Could not parse LLM output: `Here is a GIF of a sunset on the beach for you: `,False,False,True,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,Giphy__2::1,searchGifs,False,False,False,No,No,False,False,0,1,False,False,False,True,Could not parse LLM output: `Here is a GIF of a person dancing: `,False,False,True,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,bng2latlong::0,convertEastingNorthingToLatLong,True,True,False,Yes,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,bng2latlong::1,reverseGeocodeLatLongToEastingNorthing,False,False,False,No,No,False,False,0,1,False,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,CO2 Offset::0,calculateCarbonEmissions,True,False,True,Uncertain,Uncertain,False,True,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,CO2 Offset::1,calculateCarbonEmissions,True,False,True,Uncertain,Uncertain,False,True,2,2,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
unlearned,T_f,"Open Government, Poland::0",searchDatasets,True,False,True,No,Yes,False,False,1,1,True,False,False,False,,False,False,False,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/unlearned/T_f/B0.json,/projects/standard/mhong/shared/jiajunr/full_react_3way_luna_p0/luna/unlearned_T_f_luna.json
